dn
"ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=as099,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm059,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=yu,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zhang,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kohlerl,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lenzd,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gerstberger,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fdesign,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=eissler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=raschid,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wiedebach,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=graf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=goetz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=buettgen,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zoellner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=weisshpt,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vg007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kp014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rk030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hb028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=klings,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=haetschr,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=oereten,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=doecker,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mayerr,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mainberg,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=horend,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=waegelein,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=seminar5,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=seminar4,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=seminar3,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=seminar2,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=seminar1,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bs042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bs043,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schmidth,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bien,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=laske,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bischof,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=luedtke,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wiesenm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=manay,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=stang,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=umlauf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js100,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cd017,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bl018,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ep010,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=avira,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jb069,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kt016,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=marus,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ma031,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nf009,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak097,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh039,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ml044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=an015,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mw081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=klein,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schillerb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cyradmin,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mastermails,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gerd,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wais,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vaih,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kehrer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=burst,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=willfahrt,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kammertoens,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=uerek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zinsmeis,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=witting,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ig014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jt012,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cw044,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mauser,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dreher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=iwanowski,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=korver,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schwind,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=karla,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=voelker,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=novosel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bt014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schirle,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=moetsch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lorenza,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=reissl,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bausch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rothfuss,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rittberger,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tille,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=langenbach,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hofmannj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=diet,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=queitsch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mundlechner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sewing,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kocha,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=marquardt,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=illi,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=langewitz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kille,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sl057,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ag050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kk045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=op001,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tk064,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ls020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sf034,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pk024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=js111,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=uk013,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=link,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=laufs,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schmidtf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schnalzer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=huber,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lindner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=skala,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vohla,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg079,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=exner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kepplert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cr042,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=assenmacher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=reikert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pingel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schliess,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bildstein,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=maciejewski,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=reiffer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lennarz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hutter,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=loehner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=boehnke,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rathgebs,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gatawis,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=klink,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sidler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=michelson,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=widmannb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=baderj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=holub,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kowitz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=neubauer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=longhurst,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sieben,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=montero,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nleuthld,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lehning,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=henke,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dollmayer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=brum,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mayerm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=steinhau,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=grosch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=metschies,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mildenb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=palik,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gurzki,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koenig,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wieruszew,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rinsdorf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=roehrl,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr077,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=herre,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kalk,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=tm045,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schlembach,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kemnitzer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=buehler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=krengvitt,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kleinp,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=je014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=holtmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kavermann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lb020,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sauermann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schweitzer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nagenborg,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wackers,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kirchnerm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=stahlg,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=matthaes,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schreiber,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=langek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kepplerm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=strobl,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bauerj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kleinh,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jakob,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pascher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bindner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kastner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mikusz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hofstaetter,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zellner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=steib,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=regazzi,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hallam,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=komlayut,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zedlacher,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=smith,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=felten,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kreye,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jahrstorfer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=taherivand,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koios,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=friemel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jochum,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gratz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rieber,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jaenicke,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kuehnle,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schlueter,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=woo,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sr050,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jl028,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pe006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=am058,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=th046,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ld011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs089,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cz005,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ff008,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sh093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=aj011,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fh030,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ae021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=vff,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=me032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schmitz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kh032,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jf026,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wh007,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kamin,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cf019,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab061,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=si006,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk103,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mk084,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koekert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=graeter,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=drees,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=steffen,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=weccard,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=muellerm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hj003,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cb074,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ar062,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bunz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ks093,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rempfer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=is036,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gt001,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ab099,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ds073,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm112,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mm108,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=klobe,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hahn,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cs132,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=oo002,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gelse,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schaefer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=klimczak,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=siefert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wiest,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gutleber,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wiedmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=froehlichj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mance,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schoberb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jahn,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=murphy,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sm090,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mr081,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kox,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=toone,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=haeussler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=klemm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rueberh,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lindenm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nystrom,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=elf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gabriel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gaertner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schaschek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=denisi,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jentho,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=thier,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kerler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wehr,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=palmer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lindig,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mg087,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=christe,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jm054,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=grau,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=es037,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jakobm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=pappert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=giese,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=santner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=seegerf,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schwindv,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=appell,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lutz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fritzb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=heubach,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ammann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gerloff,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=siewert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schick,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ebert-esser,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=cui,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=clark,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=muellerj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gschwind,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=reif,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kimmel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=bauerjo,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=burkhardte,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zick,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kinzler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gentsch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=jeschke,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kettler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=girlsday,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=grossmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lig,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=liuy,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wangq,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schumachera,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=veddern,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kehrert,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=rztest,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=mosler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ebel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=reul,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kular,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=dp024,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lowell,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=st038,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=karbach,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=greulichb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=casek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=claussen,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=winklerb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ehrmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=lutzh,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=baumanns,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wilczek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=piper,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=elsser,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kaemmler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=werner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koerner,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=harder,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kreissig,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=abel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nuebel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=za001,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ghellal,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=franzj,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=nickel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=hofmannp,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=uk014,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ng021,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=engstler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zarmutek,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kolaschin,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=weinle,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=poreski,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=baeuerle,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=faasz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=amor,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=ak115,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=trick,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=oezkan,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=roth,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kaas,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=wohlgemuth,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=clausen,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=sigler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=koche,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=schimanski,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fleiter,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=zimmermannm,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fuchsmann,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=gittinger,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kalbfleisch,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=fels,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=stiebler,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=steinauer,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=weigel,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kroetz,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kalb,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kink,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=kraushaar,ou=userlist,dc=hdm-stuttgart,dc=de"
"uid=oesterle,ou=userlist,dc=hdm-stuttgart,dc=de"
